number,type,name,city,latitude,longitude,result_city,result_type
170,rue,SAINT-MARTIN,Paris,48.862228,2.352054,Paris,housenumber
11,rue,LHOMOND,Paris,48.843992,2.345933,Paris,housenumber
1,impasse,LANCRY,Paris,48.868776,2.35987,Paris,housenumber
50,rue,HAIES,Paris,48.853626,2.40213,Paris,housenumber
9,rue,SAINT-PLACIDE,Paris,48.849639,2.324894,Paris,housenumber
5,passage,FOLIE-REGNAULT,Paris,48.860687,2.386653,Paris,housenumber
12,rue,TRACY,Paris,48.868116,2.35252,Paris,housenumber
63,passage,CHOISEUL,Paris,48.868285,2.335626,Paris,housenumber
22,rue,CONDORCET,Paris,48.879659,2.346997,Paris,housenumber
150,rue,GRENELLE,Paris,48.858159,2.310476,Paris,housenumber
38,rue,NATIONALE,Paris,48.824356,2.368037,Paris,housenumber
21,villa,PROGRÈS,Paris,48.880936,2.394036,Paris,housenumber
23,quai,ANJOU,Paris,48.852016,2.358192,Paris,housenumber
18,rue,MYRHA,Paris,48.887269,2.354747,Paris,housenumber
25,rue,HÉROLD,Paris,48.865196,2.342002,Paris,housenumber
73,rue,PIXÉRÉCOURT,Paris,48.874216,2.395775,Paris,housenumber
12,rue,BOULE-ROUGE,Paris,48.873902,2.34496,Paris,housenumber
39,rue,LOMBARDS,Paris,48.859785,2.347521,Paris,housenumber
100,rue,CARDINET,Paris,48.885221,2.311144,Paris,housenumber
6,rue,ROME,Paris,48.87436,2.3257,Paris,housenumber
26,rue,FOSSES-ST-JACQUES,Paris,48.84494,2.344854,Paris,housenumber
13,rue,DUROC,Paris,48.847507,2.312956,Paris,housenumber
11,rue,GEOFFROY-MARIE,Paris,48.873708,2.344158,Paris,housenumber
112,rue,VERCINGÉTORIX,Paris,48.83425,2.31327,Paris,housenumber
4,rue,CAMBODGE,Paris,48.865784,2.398623,Paris,housenumber
3,rue,VILLAFRANCA,Paris,48.831735,2.303715,Paris,housenumber
34,rue,MAISTRE,Paris,48.887982,2.332153,Paris,housenumber
133,rue,CHEVALERET,Paris,48.83189,2.372235,Paris,housenumber
12,rue,NIL,Paris,48.867703,2.347541,Paris,housenumber
109,boulevard,MAGENTA,Paris,48.879104,2.35328,Paris,housenumber
30,rue,ULM,Paris,48.843365,2.344624,Paris,housenumber
30,rue,RICHELIEU,Paris,48.865413,2.336806,Paris,housenumber
81,boulevard,DIDEROT,Paris,48.847569,2.387405,Paris,housenumber
37,avenue,LOWENDALL,Paris,48.848519,2.302845,Paris,housenumber
38,rue,FÉLICITÉ,Paris,48.88756,2.311232,Paris,housenumber
4,rue,CHEVERUS,Paris,48.877352,2.331771,Paris,housenumber
37,avenue,SAXE,Paris,48.848178,2.310636,Paris,housenumber
2,rue,TERRES-AU-CURÉ,Paris,48.823749,2.372568,Paris,housenumber
77,rue,PAJOL,Paris,48.892409,2.36332,Paris,housenumber
87,rue,CHAPELLE,Paris,48.897611,2.358689,Paris,housenumber
5,avenue,BEAUCOURT,Paris,48.877088,2.302068,Paris,housenumber
31,rue,FONDARY,Paris,48.847994,2.293607,Paris,housenumber
130,rue,CHAMPIONNET,Paris,48.895452,2.337857,Paris,housenumber
51,rue,SAINT-ANDRÉ-DES-ARTS,Paris,48.853466,2.33941,Paris,housenumber
10,rue,ALIBERT,Paris,48.871291,2.366858,Paris,housenumber
66,rue,PRÉ-ST-GERVAIS,Paris,48.878767,2.397833,Paris,housenumber
4,impasse,CARRIÈRES,Paris,48.858344,2.281434,Paris,housenumber
3,rue,SORBIER,Paris,48.868461,2.390129,Paris,housenumber
20,rue,SAINT-VINCENT de PAUL,Paris,48.881238,2.352643,Paris,housenumber
5,rue,LARGILLIÈRE,Paris,48.8576,2.272701,Paris,housenumber
48,rue,BOURGOGNE,Paris,48.856765,2.317165,Paris,housenumber
3,boulevard,PICPUS,Paris,48.840257,2.400193,Paris,housenumber
95,rue,FAUBOURG ST-HONORÉ,Paris,48.872079,2.312633,Paris,housenumber
29,rue,BEAUREPAIRE,Paris,48.871369,2.364154,Paris,housenumber
11,passage,TIVOLI,Paris,48.870656,2.374321,Paris,housenumber
103,rue,ABBÉ GROULT,Paris,48.837537,2.299817,Paris,housenumber
33,rue,TANGER,Paris,48.886737,2.369304,Paris,housenumber
19,rue,GUSTAVE COURBET,Paris,48.867211,2.280849,Paris,housenumber
4,rue,MAITRE-ALBERT,Paris,48.851064,2.350027,Paris,housenumber
10,rue,GRAND-PRIEURÉ,Paris,48.865167,2.369057,Paris,housenumber
3,rue,GOUTTE D'OR,Paris,48.88492,2.354873,Paris,housenumber
38,rue,DOUDEAUVILLE,Paris,48.888716,2.35534,Paris,housenumber
3,avenue,GOURGAUD,Paris,48.885699,2.297026,Paris,housenumber
92,rue,CLÉRY,Paris,48.869413,2.351109,Paris,housenumber
31,rue,SCHEFFER,Paris,48.861506,2.282636,Paris,housenumber
84,boulevard,PORT-ROYAL,Paris,48.838996,2.33999,Paris,housenumber
48,rue,SAINTE-ANNE,Paris,48.867602,2.336228,Paris,housenumber
101,rue,TOUR,Paris,48.862522,2.276696,Paris,housenumber
18,rue,FAIDHERBE,Paris,48.851596,2.38396,Paris,housenumber
226,rue,BELLEVILLE,Paris,48.875289,2.396875,Paris,housenumber
10,rue,ANNAM,Paris,48.866497,2.393866,Paris,housenumber
7,rue,LAMENNAIS,Paris,48.873832,2.302881,Paris,housenumber
26,rue,MILTON,Paris,48.87869,2.341389,Paris,housenumber
37,rue,RIGOLES,Paris,48.872483,2.392527,Paris,housenumber
6,rue,ABBÉ DE L'ÉPÉE,Paris,48.843325,2.341991,Paris,housenumber
36,rue,FONTAINE,Paris,48.88264,2.333443,Paris,housenumber
1,place,SAINTE-OPPORTUNE,Paris,48.859709,2.346998,Paris,housenumber
62,rue,BAYEN,Paris,48.883732,2.289894,Paris,housenumber
110,rue,TOUR,Paris,48.862752,2.276564,Paris,housenumber
2,rue,BAYARD,Paris,48.865022,2.308015,Paris,housenumber
29,rue,SURCOUF,Paris,48.860264,2.309673,Paris,housenumber
9,rue,VESALE,Paris,48.837918,2.352597,Paris,housenumber
11,rue,BLOMET,Paris,48.843703,2.308373,Paris,housenumber
20,rue,SAUFFROY,Paris,48.891342,2.321008,Paris,housenumber
15,rue,GUERSANT,Paris,48.880462,2.290261,Paris,housenumber
14,rue,HAXO,Paris,48.87043,2.405052,Paris,housenumber
75,rue,CHERCHE-MIDI,Paris,48.84786,2.323514,Paris,housenumber
14,rue,BELLECHASSE,Paris,48.859346,2.323831,Paris,housenumber
1,rue,BEAUJOLAIS,Paris,48.865968,2.33902,Paris,housenumber
75,rue,ROCHECHOUART,Paris,48.8815,2.346427,Paris,housenumber
73,boulevard,HAUSSMANN,Paris,48.87401,2.324182,Paris,housenumber
7,cité,GUÉNOT,Paris,48.873233,2.304523,Paris,housenumber
34,rue,FLANDRE,Paris,48.886445,2.371992,Paris,housenumber
7,place,NATION,Paris,48.849507,2.395514,Paris,housenumber
2,rue,CAULAINCOURT,Paris,48.884786,2.329997,Paris,housenumber
22,rue,LYONNAIS,Paris,48.838519,2.346473,Paris,housenumber
4,rue,TAYLOR,Paris,48.869337,2.359094,Paris,housenumber
7,avenue,OBSERVATOIRE,Paris,48.843577,2.337618,Paris,housenumber
22,boulevard,BEAUMARCHAIS,Paris,48.855403,2.368846,Paris,housenumber
1,rue,DOME,Paris,48.871166,2.29168,Paris,housenumber
8,rue,MONTGOLFIER,Paris,48.866005,2.357125,Paris,housenumber
6,rue,LESAGE,Paris,48.871994,2.381147,Paris,housenumber
1,rue,MONTMORENCY,Paris,48.862412,2.357231,Paris,housenumber
33,rue,HERMEL,Paris,48.893148,2.345297,Paris,housenumber
20,rue,TAILLANDIERS,Paris,48.854853,2.375053,Paris,housenumber
57,rue,PROCESSION,Paris,48.836528,2.309925,Paris,housenumber
51,rue,ÉCOLES,Paris,48.84998,2.343223,Paris,housenumber
9,rue,GRÉGOIRE DE TOURS,Paris,48.853279,2.337936,Paris,housenumber
92,avenue,SAINT-MANDE,Paris,48.844363,2.406422,Paris,housenumber
43,rue,SECRÉTAN,Paris,48.88072,2.374698,Paris,housenumber
1,rue,ASSAS,Paris,48.850296,2.327903,Paris,housenumber
2,rue,BONAPARTE,Paris,48.857403,2.33511,Paris,housenumber
87,rue,FAUBOURG DU TEMPLE,Paris,48.870461,2.372298,Paris,housenumber
35,rue,TURBIGO,Paris,48.864701,2.352277,Paris,housenumber
160,rue,VAUGIRARD,Paris,48.843326,2.313444,Paris,housenumber
51,boulevard,SUCHET,Paris,48.852777,2.261956,Paris,housenumber
78,rue,JOUFFROY,Paris,48.883624,2.304177,Paris,housenumber
14,rue,PETITS HOTELS,Paris,48.87746,2.353963,Paris,housenumber
18,rue,PALESTRO,Paris,48.865804,2.351848,Paris,housenumber
8,rue,MICHAL,Paris,48.827086,2.347562,Paris,housenumber
6,rue,LEPIC,Paris,48.884236,2.333274,Paris,housenumber
7,impasse,FONTAINE d'HAUTPOUL,Paris,48.881196,2.388326,Paris,housenumber
45,rue,SENTIER,Paris,48.870667,2.346555,Paris,housenumber
23,rue,TORCY,Paris,48.891233,2.362121,Paris,housenumber
9,passage,GRENELLE,Paris,48.886665,2.358351,Paris,housenumber
16,rue,LAURISTON,Paris,48.871794,2.292443,Paris,housenumber
19,rue,SAINT-JACQUES,Paris,48.851659,2.346113,Paris,housenumber
162,rue,ROQUETTE,Paris,48.858579,2.384249,Paris,housenumber
13,rue,CHANEZ,Paris,48.846884,2.259746,Paris,housenumber
114,rue,RUISSEAU,Paris,48.897674,2.342705,Paris,housenumber
1,rue,DELAMBRE,Paris,48.841792,2.329234,Paris,housenumber
145,rue,SAINT-DOMINIQUE,Paris,48.857861,2.300916,Paris,housenumber
7,cité,ISLY,Paris,48.862257,2.383013,Paris,housenumber
40,rue,MAISTRE,Paris,48.888192,2.33208,Paris,housenumber
19,rue,PETITS-CARREAUX,Paris,48.867108,2.347178,Paris,housenumber
2,rue,BAILLOU,Paris,48.828736,2.321921,Paris,housenumber
73,rue,PASCAL,Paris,48.834095,2.347689,Paris,housenumber
74,rue,AUBERVILLIERS,Paris,48.888651,2.367716,Paris,housenumber
20,rue,ANNAM,Paris,48.867138,2.394493,Paris,housenumber
20,avenue,LAUMIÈRE,Paris,48.883991,2.380655,Paris,housenumber
7,rue,SABOT,Paris,48.852598,2.331676,Paris,housenumber
28,rue,DOUAI,Paris,48.882531,2.332927,Paris,housenumber
1,rue,LAVOISIER,Paris,48.87369,2.322177,Paris,housenumber
25,rue,BÉRANGER,Paris,48.866875,2.363124,Paris,housenumber
82,rue,FONDARY,Paris,48.846002,2.298467,Paris,housenumber
6,rue,ARCADE,Paris,48.871065,2.323461,Paris,housenumber
2,rue,GEOFFROY-ST-HILAIRE,Paris,48.838716,2.357053,Paris,housenumber
7,rue,GALLERON,Paris,48.858963,2.404424,Paris,housenumber
82,rue,DUTOT,Paris,48.837149,2.307096,Paris,housenumber
102,rue,MICHEL BIZOT,Paris,48.83823,2.404109,Paris,housenumber
10,rue,RAVIGNAN,Paris,48.885593,2.338041,Paris,housenumber
162,rue,OBERKAMPF,Paris,48.866838,2.382567,Paris,housenumber
206,rue,CROIX-NIVERT,Paris,48.837468,2.289291,Paris,housenumber
40,rue,RENNEQUIN,Paris,48.882376,2.297232,Paris,housenumber
60,rue,SAINTS-PÈRES,Paris,48.853395,2.329702,Paris,housenumber
12,rue,BOURG-TIBOURG,Paris,48.857076,2.355994,Paris,housenumber
22,boulevard,DAVOUT,Paris,48.849694,2.411594,Paris,housenumber
68,rue,GRENELLE,Paris,48.854818,2.32513,Paris,housenumber
73,boulevard,STRASBOURG,Paris,48.874276,2.3568,Paris,housenumber
12,rue,FERRONNERIE,Paris,48.86041,2.346793,Paris,housenumber
134,rue,AMELOT,Paris,48.864814,2.366766,Paris,housenumber
29,rue,NAVARIN,Paris,48.879838,2.337807,Paris,housenumber
5,rue,PONT-AUX-CHOUX,Paris,48.861022,2.366423,Paris,housenumber
39,rue,FÉDÉRATION,Paris,48.853958,2.293841,Paris,housenumber
109,rue,CRIMÉE,Paris,48.885227,2.382885,Paris,housenumber
10,rue,MOUFFETARD,Paris,48.844591,2.349151,Paris,housenumber
3,rue,TRUFFAUT,Paris,48.884395,2.323205,Paris,housenumber
41,rue,CAUMARTIN,Paris,48.872605,2.328176,Paris,housenumber
5,rue,FOYATIER,Paris,48.885083,2.342343,Paris,housenumber
30,rue,LUBECK,Paris,48.864734,2.291188,Paris,housenumber
6,passage,BOURGOIN,Paris,48.824614,2.369414,Paris,housenumber
12,rue,FORGE-ROYALE,Paris,48.851227,2.380438,Paris,housenumber
72,avenue,GOBELINS,Paris,48.832426,2.354572,Paris,housenumber
50,rue,PETITS-CHAMPS,Paris,48.867502,2.33399,Paris,housenumber
27,rue,POTEAU,Paris,48.893818,2.341795,Paris,housenumber
2,rue,ROCHECHOUART,Paris,48.876679,2.344519,Paris,housenumber
31,rue,FÉLICIEN DAVID,Paris,48.848548,2.273517,Paris,housenumber
11,rue,L'OLIVE,Paris,48.891001,2.361185,Paris,housenumber
10,rue,"F,  FOUR",Paris,48.852921,2.334687,Paris,housenumber
61,rue,SAINTONGE,Paris,48.86428,2.365347,Paris,housenumber
8,rue,LA QUINTINIE,Paris,48.838927,2.30573,Paris,housenumber
22,rue,AUBERVILLIERS,Paris,48.885365,2.365779,Paris,housenumber
3,rue,MADAGASCAR,Paris,48.834791,2.397036,Paris,housenumber
14,rue,BISSON,Paris,48.870693,2.38107,Paris,housenumber
92,rue,MÉNILMONTANT,Paris,48.869105,2.391787,Paris,housenumber
1,rue,CREMIEUX,Paris,48.846507,2.370161,Paris,housenumber
3,rue,TITIEN,Paris,48.83594,2.358319,Paris,housenumber
10,rue,SAINT-LUC,Paris,48.886438,2.354183,Paris,housenumber
18,rue,BERNE,Paris,48.880965,2.323267,Paris,housenumber
8,cité,JARRY,Paris,48.86236,2.383147,Paris,housenumber
4,villa,GOBELINS,Paris,48.833766,2.353222,Paris,housenumber
14,rue,TAITBOUT,Paris,48.872276,2.336167,Paris,housenumber
15,rue,BOIS-LE-VENT,Paris,48.85757,2.275792,Paris,housenumber
167,boulevard,PEREIRE,Paris,48.882933,2.293964,Paris,housenumber
2,place,DANCOURT,Paris,48.8828,2.341941,Paris,housenumber
60,rue,RENDEZ-VOUS,Paris,48.846596,2.401265,Paris,housenumber
8,rue,TOUSSAINT-FÉRON,Paris,48.827053,2.358074,Paris,housenumber
59,rue,BEAUBOURG,Paris,48.862867,2.354211,Paris,housenumber
83,avenue,SAINT-MANDE,Paris,48.844715,2.407568,Paris,housenumber
139,avenue,VICTOR-HUGO,Paris,48.867327,2.280125,Paris,housenumber
2,rue,TAINE,Paris,48.837353,2.391479,Paris,housenumber
39,cité,FLEURS,Paris,48.892831,2.320427,Paris,housenumber
21,rue,COLLÉGIALE,Paris,48.83812,2.351844,Paris,housenumber
13,passage,BOUCHARDY,Paris,48.8691,2.407053,Paris,housenumber
33,rue,CASCADES,Paris,48.87038,2.390807,Paris,housenumber
16,rue,SAINT-GILLES,Paris,48.857907,2.366402,Paris,housenumber
16,rue,GUILLAUME-TELL,Paris,48.884148,2.293967,Paris,housenumber
24,rue,BOINOD,Paris,48.893038,2.350731,Paris,housenumber
10,rue,RICHEMONT,Paris,48.827615,2.36917,Paris,housenumber
43,rue,BORRÉGO,Paris,48.873475,2.401675,Paris,housenumber
4,rue,VICTOR CONSIDÉRANT,Paris,48.835243,2.331375,Paris,housenumber
9,rue,LITTRÉ,Paris,48.845421,2.324081,Paris,housenumber
15,rue,LAMBERT,Paris,48.888652,2.345668,Paris,housenumber
10,rue,JURA,Paris,48.837261,2.355965,Paris,housenumber
12,rue,MONTIBŒUFS,Paris,48.86655,2.405268,Paris,housenumber
31,rue,LONGCHAMP,Paris,48.864922,2.290017,Paris,housenumber
36,rue,DEBELLEYME,Paris,48.862363,2.364014,Paris,housenumber
18,avenue,PHILIPPE-AUGUSTE,Paris,48.850361,2.394923,Paris,housenumber
36,rue,HALLÉ,Paris,48.830729,2.332057,Paris,housenumber
44,rue,POISSONNIERS,Paris,48.888758,2.351701,Paris,housenumber
7,rue,CARON,Paris,48.855592,2.362873,Paris,housenumber
59,rue,ERLANGER,Paris,48.844084,2.259821,Paris,housenumber
235,rue,FAUBOURG SAINT-ANTOINE,Paris,48.850195,2.384807,Paris,housenumber
1,avenue,CHOISY,Paris,48.820245,2.364328,Paris,housenumber
10,rue,VIENNE,Paris,48.876906,2.321827,Paris,housenumber
14,rue,PERDONNET,Paris,48.883401,2.360291,Paris,housenumber
29,rue,SOLITAIRES,Paris,48.876857,2.390062,Paris,housenumber
6,cité,BAUER,Paris,48.831855,2.319618,Paris,housenumber
8,impasse,MASSONET,Paris,48.895794,2.351385,Paris,housenumber
14,rue,PALI-KAO,Paris,48.869933,2.381046,Paris,housenumber
132,rue,SAINT-MAUR,Paris,48.868148,2.375266,Paris,housenumber
13,rue,CORDELIÈRES,Paris,48.834709,2.349027,Paris,housenumber
22,rue,BASSANO,Paris,48.868904,2.297329,Paris,housenumber
87,rue,BAGNOLET,Paris,48.858731,2.401219,Paris,housenumber
5,rue,COCHIN,Paris,48.850062,2.352691,Paris,housenumber
3,rue,PAULY,Paris,48.830784,2.312631,Paris,housenumber
2,rue,VITAL,Paris,48.860638,2.280044,Paris,housenumber
8,rue,VILLE L'ÉVÊQUE,Paris,48.871359,2.321155,Paris,housenumber
85,rue,GLACIÈRE,Paris,48.829515,2.34369,Paris,housenumber
88,rue,SAINT-ANTOINE,Paris,48.854921,2.362389,Paris,housenumber
7,impasse,AUNAY,Paris,48.860342,2.386976,Paris,housenumber
60,rue,SAINT-ANDRÉ-DES-ARTS,Paris,48.853552,2.339626,Paris,housenumber
20,rue,PLUMET,Paris,48.838802,2.307079,Paris,housenumber
142,rue,RIVOLI,Paris,48.860363,2.342882,Paris,housenumber
8,rue,ÉLISA LEMONNIER,Paris,48.840539,2.389872,Paris,housenumber
25,boulevard,SÉBASTOPOL,Paris,48.860217,2.348934,Paris,housenumber
29,rue,OUEST,Paris,48.836778,2.320938,Paris,housenumber
147,rue,HAXO,Paris,48.878168,2.401597,Paris,housenumber
245,rue,ALÉSIA,Paris,48.83288,2.310852,Paris,housenumber
6,passage,SAINT-ANGE,Paris,48.896417,2.328012,Paris,housenumber
2,rue,PLAISANCE,Paris,48.832333,2.320208,Paris,housenumber
165,avenue,MAINE,Paris,48.832913,2.325056,Paris,housenumber
121,rue,FLANDRE,Paris,48.89157,2.377482,Paris,housenumber
12,rue,MALEVILLE,Paris,48.87741,2.313562,Paris,housenumber
35,rue,SCHEFFER,Paris,48.861699,2.282395,Paris,housenumber
49,rue,FAUBOURG SAINT-DENIS,Paris,48.871737,2.353611,Paris,housenumber
208,rue,CHAMPIONNET,Paris,48.8938,2.330457,Paris,housenumber
2,rue,DIEU,Paris,48.869962,2.363999,Paris,housenumber
32,rue,FÉLICITÉ,Paris,48.88736,2.310918,Paris,housenumber
126,boulevard,PEREIRE,Paris,48.884551,2.295972,Paris,housenumber
1,impasse,BERTHIER,Paris,48.885285,2.293286,Paris,housenumber
116,rue,FAUBOURG POISSONNIÈRE,Paris,48.879411,2.34952,Paris,housenumber
20,rue,PLANCHAT,Paris,48.85314,2.398724,Paris,housenumber
119,rue,FLANDRE,Paris,48.891465,2.377348,Paris,housenumber
85,rue,VIGNOLES,Paris,48.856024,2.402368,Paris,housenumber
3,rue,TERNES,Paris,48.880849,2.288594,Paris,housenumber
69,avenue,GOBELINS,Paris,48.833665,2.354341,Paris,housenumber
108,rue,CHAPELLE,Paris,48.898099,2.359588,Paris,housenumber
7,rue,CENSIER,Paris,48.840896,2.355325,Paris,housenumber
32,rue,FORTUNY,Paris,48.882544,2.307453,Paris,housenumber
17,rue,PETITS HOTELS,Paris,48.877407,2.353328,Paris,housenumber
61,rue,CÉVENNES,Paris,48.842688,2.280478,Paris,housenumber
116,rue,RIVOLI,Paris,48.859324,2.346092,Paris,housenumber
41,rue,SAINT-AUGUSTIN,Paris,48.868811,2.333839,Paris,housenumber
53,rue,MONT-CENIS,Paris,48.890258,2.343184,Paris,housenumber
46,rue,ULM,Paris,48.842114,2.343994,Paris,housenumber
80,rue,MICHEL BIZOT,Paris,48.836384,2.403338,Paris,housenumber
285,rue,FAUBOURG SAINT-ANTOINE,Paris,48.849415,2.38995,Paris,housenumber
8,rue,ODÉON,Paris,48.851173,2.338591,Paris,housenumber
26,rue,LACÉPÈDE,Paris,48.843921,2.352033,Paris,housenumber
60,rue,DAVY,Paris,48.891846,2.322844,Paris,housenumber
6,rue,COMMINES,Paris,48.861687,2.365259,Paris,housenumber
360,rue,PYRÉNÉES,Paris,48.874005,2.385879,Paris,housenumber
3,rue,CLOYS,Paris,48.892495,2.341094,Paris,housenumber
63,rue,RIGOLES,Paris,48.872979,2.391583,Paris,housenumber
11,rue,CHARTIÈRE,Paris,48.848168,2.346109,Paris,housenumber
7,rue,GINOUX,Paris,48.848276,2.286502,Paris,housenumber
74,avenue,GOBELINS,Paris,48.832323,2.354643,Paris,housenumber
14,rue,LAGHOUAT,Paris,48.887979,2.355153,Paris,housenumber
15,rue,DUPIN,Paris,48.849633,2.325535,Paris,housenumber
12,rue,ASSAS,Paris,48.849497,2.32826,Paris,housenumber
30,rue,SALNEUVE,Paris,48.885995,2.314141,Paris,housenumber
37,quai,ORSAY,Paris,48.862721,2.31585,Paris,housenumber
57,rue,PARADIS,Paris,48.875661,2.348671,Paris,housenumber
2,avenue et rond-point,CHAMPS-ELYSÉES,Paris,48.869615,2.310778,Paris,housenumber
11,rue,PRÉSENTATION,Paris,48.871213,2.376423,Paris,housenumber
18,rue,LAUZIN,Paris,48.875869,2.378477,Paris,housenumber
39,rue,LA JONQUIÈRE,Paris,48.893457,2.323707,Paris,housenumber
47,rue,SERGENT BAUCHAT,Paris,48.846128,2.394089,Paris,housenumber
22,rue,MONTPENSIER,Paris,48.865045,2.336987,Paris,housenumber
5,avenue,MAC-MAHON,Paris,48.875536,2.294479,Paris,housenumber
84,rue,VICTOIRE,Paris,48.87514,2.331575,Paris,housenumber
1,rue,BICHAT,Paris,48.86957,2.369166,Paris,housenumber
71,rue,JAVEL,Paris,48.84476,2.284066,Paris,housenumber
98,rue,JOUFFROY,Paris,48.882757,2.302617,Paris,housenumber
13,cité,AUBRY,Paris,48.857533,2.396106,Paris,housenumber
14,rue,SAINT-JOSEPH,Paris,48.868617,2.344287,Paris,housenumber
84,rue,MOINES,Paris,48.891306,2.321724,Paris,housenumber
60,rue,SAINTE-ANNE,Paris,48.86832,2.336539,Paris,housenumber
40,rue,MATHIS,Paris,48.891328,2.372928,Paris,housenumber
131,rue,MONTMARTRE,Paris,48.869487,2.342858,Paris,housenumber
66,rue,LA JONQUIÈRE,Paris,48.89412,2.321144,Paris,housenumber
5,rue,DEUX GARES,Paris,48.878343,2.357805,Paris,housenumber
41,avenue,St-OUEN,Paris,48.890305,2.32635,Paris,housenumber
37,boulevard,LA TOUR-MAUBOURG,Paris,48.859207,2.310298,Paris,housenumber
53,rue,RENNEQUIN,Paris,48.883268,2.295826,Paris,housenumber
61,boulevard,BEAUSÉJOUR,Paris,48.856501,2.266162,Paris,housenumber
45,rue,BISSON,Paris,48.870869,2.382383,Paris,housenumber
123,rue,MONTMARTRE,Paris,48.869016,2.343102,Paris,housenumber
334,rue,SAINT-HONORÉ,Paris,48.86575,2.330465,Paris,housenumber
50,rue,VICTOIRE,Paris,48.875265,2.335457,Paris,housenumber
19,rue,ÉGLISE,Paris,48.845071,2.285939,Paris,housenumber
79,rue,CRIMÉE,Paris,48.883193,2.385214,Paris,housenumber
77,rue,MARE,Paris,48.873304,2.388705,Paris,housenumber
30,rue,CAUCHY,Paris,48.8425,2.277213,Paris,housenumber
105,rue,MICHEL BIZOT,Paris,48.839196,2.404071,Paris,housenumber
20,rue,ÉLYSEE,Paris,48.870019,2.317499,Paris,housenumber
25,rue,JULIEN LACROIX,Paris,48.869269,2.385467,Paris,housenumber
5,passage,ARTS,Paris,48.835262,2.321669,Paris,housenumber
132,avenue,MAINE,Paris,48.835128,2.323639,Paris,housenumber
2,impasse,RIGAUD,Paris,48.876114,2.398109,Paris,housenumber
24,rue,ATLAS,Paris,48.876279,2.376916,Paris,housenumber
93,rue,RÉAUMUR,Paris,48.867445,2.346469,Paris,housenumber
19,avenue,RÉPUBLIQUE,Paris,48.866169,2.370562,Paris,housenumber
3,rue,BEAUTREILLIS,Paris,48.852332,2.362847,Paris,housenumber
12,rue,FONTARABIE,Paris,48.857521,2.400512,Paris,housenumber
101,rue,MONTREUIL,Paris,48.850656,2.393894,Paris,housenumber
104,rue,CHARONNE,Paris,48.854524,2.384899,Paris,housenumber
76,avenue,SAINT-MANDE,Paris,48.844574,2.404446,Paris,housenumber
51,rue,MICHEL-ANGE,Paris,48.844024,2.26107,Paris,housenumber
50,rue,COURCELLES,Paris,48.876768,2.307606,Paris,housenumber
15,rue,SAINTE-CROIX de LA BRETONNERIE,Paris,48.858119,2.356333,Paris,housenumber
21,rue,LOUVRE,Paris,48.864872,2.342707,Paris,housenumber
16,rue,PRESLE,Paris,48.852465,2.296593,Paris,housenumber
22,cité,DUREL,Paris,48.863015,2.381287,Paris,housenumber
21,rue,CHAPELLE,Paris,48.891816,2.359675,Paris,housenumber
95,rue,PICPUS,Paris,48.839404,2.40057,Paris,housenumber
74,rue,MEAUX,Paris,48.883465,2.377266,Paris,housenumber
117,rue,RANELAGH,Paris,48.855924,2.26853,Paris,housenumber
97,avenue,HENRI MARTIN,Paris,48.863966,2.272883,Paris,housenumber
15,passage,PECQUAY,Paris,48.896203,2.341832,Paris,housenumber
2,rue,LOTA,Paris,48.867668,2.276162,Paris,housenumber
25,rue,MOLIÈRE,Paris,48.865567,2.336481,Paris,housenumber
81,rue,ÉGLISE,Paris,48.843114,2.290997,Paris,housenumber
14,rue,GUILLAUME-TELL,Paris,48.884097,2.293859,Paris,housenumber
313,rue,BELLEVILLE,Paris,48.876497,2.403542,Paris,housenumber
2,passage,SAINT-HIPPOLYTE,Paris,48.836063,2.3483,Paris,housenumber
5,rue,JEAN LANTIER,Paris,48.858384,2.346666,Paris,housenumber
24,avenue,MONTSOURIS,Paris,48.823624,2.33424,Paris,housenumber
24,cité,GUÉNOT,Paris,48.863083,2.381333,Paris,housenumber
70,rue,FRANÇOIS MIRON,Paris,48.855402,2.358669,Paris,housenumber
2,rue,SAINT-BENOIT,Paris,48.855587,2.333358,Paris,housenumber
95,boulevard,ARAGO,Paris,48.834314,2.334642,Paris,housenumber
7,rue,N.-D. DES VICTOIRES,Paris,48.867466,2.34139,Paris,housenumber
34,rue,LEIBNITZ,Paris,48.89654,2.334756,Paris,housenumber
53,rue,FOLIE-REGNAULT,Paris,48.860554,2.386069,Paris,housenumber
27,rue,CHAUSSÉE D'ANTIN,Paris,48.87392,2.332725,Paris,housenumber
59,rue,CLIGNANCOURT,Paris,48.887774,2.347765,Paris,housenumber
26,boulevard,BELLEVILLE,Paris,48.868164,2.382408,Paris,housenumber
83,rue,CLIGNANCOURT,Paris,48.889955,2.348251,Paris,housenumber
8,rue,FONTAINE-AU-ROI,Paris,48.868514,2.368984,Paris,housenumber
25,rue,BERNE,Paris,48.881283,2.322747,Paris,housenumber
16,rue,QUINCAMPOIX,Paris,48.859708,2.349889,Paris,housenumber
26,rue,TROIS BORNES,Paris,48.867236,2.374622,Paris,housenumber
12,rue,OBERKAMPF,Paris,48.863125,2.36872,Paris,housenumber
7,rue,AUGEREAU,Paris,48.8576,2.301939,Paris,housenumber
32,rue,MONTREUIL,Paris,48.850388,2.386319,Paris,housenumber
67,rue,ORFILA,Paris,48.867566,2.398898,Paris,housenumber
